id,category_id,name,slug,short_description,long_description,logo,official_website,documentation,github,pricing_model,free_tier,open_source,popularity_score,featured,status,created_at,updated_at,normalized_name,community_rating,stack2set_rating,monthly_cost,enterprise_pricing,learning_curve,speed,scalability,reliability,security,compliance,integrations,apis,sdks,ai_features,languages,compatibility,pros,cons,best_use_cases,ai_summary,ai_suggested,source,last_synced_at
0a532ddc-aba8-4368-867a-6ea313201ceb,6ce69452-f382-415d-baed-ed01e4ebf7b7,Braintree,braintree,PayPal-owned payments platform with flexible payment methods.,"Braintree offers a developer-friendly payments platform supporting PayPal, cards, and dozens of local payment methods.",,https://www.braintreepayments.com,https://developer.paypal.com/braintree,,usage-based,false,false,78,false,active,2026-08-06 17:55:23.175786+00,2026-08-07 09:56:53.887505+00,braintree,4.7,4.9,50,Custom enterprise plans available,2,5,5,5,true,"[""SOC 2"",""GDPR""]","[""Payments"",""PayPal"",""Payment methods""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Clear and transparent pricing model"",""Production-grade managed service with vendor support"",""Strong fit for payments"",""Strong fit for paypal""]","[""Paid tier adds ~$50/mo per project"",""Specialized feature set focused on payment methods""]","[""Payment methods"",""Subscriptions"",""Fraud protection""]","Braintree offers a developer-friendly payments platform supporting PayPal, cards, and dozens of local payment methods.",false,seed,2026-08-07 09:56:46.003+00
0ad7dafd-1aef-47d3-a784-a7accbd6e5c4,c86a6306-8a19-4358-a1c8-583793ae7f33,Sign in with Apple,apple-sign-in,Apple's privacy-focused authentication service for iOS and cross-platform apps.,"Mandatory for iOS apps that offer third-party social logins, ensuring App Store compliance.",,https://developer.apple.com/sign-in-with-apple,https://developer.apple.com/documentation/sign_in_with_apple,,freemium,false,false,50,false,active,2026-08-06 18:12:36.041521+00,2026-08-07 10:03:08.771657+00,signinwithapple,4.3,4.5,20,Custom enterprise plans available,3,5,4,5,true,"[""SOC 2"",""GDPR""]",[],"[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Clear and transparent pricing model"",""Production-grade managed service with vendor support""]","[""Paid tier adds ~$20/mo per project""]",[],Apple's privacy-focused authentication service for iOS and cross-platform apps.,false,legacy,2026-08-07 10:02:58.011+00
0bc0c614-5e00-4ae8-a0f0-e96058118d81,a8482fa3-0b9f-44df-9eb0-1a3d1ac5eca0,Plausible,plausible,"Lightweight, privacy-friendly analytics with no cookies.","Plausible is a simple, open-source, privacy-friendly web analytics tool with no cookies and full GDPR compliance.",,https://plausible.io,https://plausible.io/docs,plausible/analytics,subscription,false,true,82,false,active,2026-08-06 17:55:50.914707+00,2026-08-07 09:57:04.0256+00,plausible,4.7,5.0,30,Custom enterprise plans available,2,5,4,5,true,"[""SOC 2"",""GDPR""]","[""Privacy"",""Lightweight"",""Open source""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Clear and transparent pricing model"",""Fully open source with an active community"",""Strong fit for privacy"",""Strong fit for lightweight""]","[""Paid tier adds ~$30/mo per project"",""Specialized feature set focused on privacy friendly""]","[""Privacy friendly"",""No cookies"",""GDPR compliant""]","Plausible is a simple, open-source, privacy-friendly web analytics tool with no cookies and full GDPR compliance.",false,seed,2026-08-07 09:56:46.003+00
0d735aab-24a2-4a23-86e9-85f47b44728d,60501e11-8013-4979-99d7-0259232c9931,Courier,courier,API-first notification delivery to any channel.,"Courier provides a notification API that routes messages to email, push, SMS, and chat channels.",,https://www.courier.com,https://www.courier.com/docs,trycourier/courier-node,freemium,true,false,74,false,active,2026-08-06 17:59:12.745806+00,2026-08-07 09:57:24.243746+00,courier,4.6,4.8,20,Custom enterprise plans available,2,5,4,5,true,"[""SOC 2"",""GDPR""]","[""Notifications"",""API"",""Multi-channel""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Production-grade managed service with vendor support"",""Strong fit for notifications"",""Strong fit for api""]","[""Paid tier adds ~$20/mo per project"",""Specialized feature set focused on notification api""]","[""Notification API"",""Channel routing"",""Templates""]","Courier provides a notification API that routes messages to email, push, SMS, and chat channels.",false,seed,2026-08-07 09:57:11.861+00
0dd4623a-0bc5-4aee-8d21-7b8a94812746,c436655b-6108-4f0a-b726-88690a789191,Jenkins,jenkins,The leading open-source automation server.,Jenkins is a self-hosted automation server with a vast plugin ecosystem for CI/CD and beyond.,,https://www.jenkins.io,https://www.jenkins.io/doc,jenkinsci/jenkins,open-source,true,true,86,false,active,2026-08-06 18:00:22.270892+00,2026-08-07 09:57:34.153659+00,jenkins,4.8,5.0,0,Self-hosted / source available,2,5,4,5,true,"[""SOC 2"",""GDPR""]","[""CI/CD"",""Self-hosted"",""Open source""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Fully open source with an active community"",""Strong fit for ci/cd"",""Strong fit for self-hosted""]","[""Advanced enterprise features may require a paid plan"",""Specialized feature set focused on self-hosted""]","[""Self-hosted"",""Plugin ecosystem"",""Pipeline DSL""]",Jenkins is a self-hosted automation server with a vast plugin ecosystem for CI/CD and beyond.,false,seed,2026-08-07 09:56:46.003+00
0e6310c3-d47f-43ab-b476-5ab37243be1a,98e56ba9-24ed-450d-84d5-a44ee3cbfe9e,Payload,payload,TypeScript headless CMS built for developers.,"Payload is a fully open-source, TypeScript-first headless CMS that lives in your codebase.",,https://payloadcms.com,https://payloadcms.com/docs,payloadcms/payload,freemium,true,true,80,false,active,2026-08-06 17:58:26.465536+00,2026-08-07 09:57:20.939855+00,payload,4.7,5.0,20,Custom enterprise plans available,2,5,4,5,true,"[""SOC 2"",""GDPR""]","[""Headless CMS"",""TypeScript"",""Open source""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Fully open source with an active community"",""Strong fit for headless cms"",""Strong fit for typescript""]","[""Paid tier adds ~$20/mo per project"",""Specialized feature set focused on typescript first""]","[""TypeScript first"",""Code-based config"",""REST and GraphQL""]","Payload is a fully open-source, TypeScript-first headless CMS that lives in your codebase.",false,seed,2026-08-07 09:56:46.003+00
0f277a47-6df8-465a-862e-379313f0fcd9,ad700665-9304-49a1-9894-b153addbb7a1,Google Maps Platform,google-maps-platform,"Comprehensive maps, routing, and places APIs.","Google Maps Platform provides maps, geocoding, routing, and places APIs used by millions of apps.",,https://mapsplatform.google.com,https://developers.google.com/maps,,usage-based,true,false,96,true,active,2026-08-06 17:58:48.586714+00,2026-08-07 09:57:22.004399+00,googlemapsplatform,4.9,5.0,50,Custom enterprise plans available,1,5,5,5,true,"[""SOC 2"",""GDPR""]","[""Maps"",""Geocoding"",""Places""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Production-grade managed service with vendor support"",""Strong fit for maps"",""Strong fit for geocoding""]","[""Paid tier adds ~$50/mo per project"",""Specialized feature set focused on interactive maps""]","[""Interactive maps"",""Geocoding"",""Directions""]","Google Maps Platform provides maps, geocoding, routing, and places APIs used by millions of apps.",false,seed,2026-08-07 09:56:46.003+00
11625f76-4389-43ed-bca2-0fe929f60664,28a2426e-22c0-4fc9-83ad-94f4ffa81a30,Google Cloud,google-cloud,Google’s cloud platform with best-in-class data and AI services.,"Google Cloud Platform offers robust compute, data analytics, and machine learning services including BigQuery and Vertex AI.",,https://cloud.google.com,https://cloud.google.com/docs,,usage-based,true,false,94,false,active,2026-08-06 17:54:44.865343+00,2026-08-07 09:56:56.127289+00,googlecloud,4.9,5.0,50,Custom enterprise plans available,1,5,5,5,true,"[""SOC 2"",""GDPR""]","[""IaaS"",""Data"",""AI""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Production-grade managed service with vendor support"",""Strong fit for iaas"",""Strong fit for data""]","[""Paid tier adds ~$50/mo per project"",""Specialized feature set focused on bigquery""]","[""BigQuery"",""Kubernetes Engine"",""Vertex AI""]","Google Cloud Platform offers robust compute, data analytics, and machine learning services including BigQuery and Vertex AI.",false,seed,2026-08-07 09:56:46.003+00
11703982-1484-4a93-aeca-c4c14ace6838,ac238280-4410-4117-a322-fbb734785893,FastAPI,fastapi,"Modern, high-performance Python web framework with automatic docs.","FastAPI builds Python APIs at speed with automatic OpenAPI documentation, data validation, and async support.",,https://fastapi.tiangolo.com,https://fastapi.tiangolo.com,fastapi/fastapi,open-source,true,true,89,false,active,2026-08-06 17:53:47.837759+00,2026-08-07 09:56:48.671628+00,fastapi,4.8,5.0,0,Self-hosted / source available,1,5,4,5,true,"[""SOC 2"",""GDPR""]","[""Python"",""API"",""Framework""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Fully open source with an active community"",""Strong fit for python"",""Strong fit for api""]","[""Advanced enterprise features may require a paid plan"",""Specialized feature set focused on automatic docs""]","[""Automatic docs"",""Pydantic validation"",""Async support""]","FastAPI builds Python APIs at speed with automatic OpenAPI documentation, data validation, and async support.",false,seed,2026-08-07 09:56:46.003+00
12f755b0-e9d8-4710-b995-69e38f19f800,992e98eb-66fc-4b98-ac20-1ba5a4945b82,api.video,api-video,Developer-first video API for live and on-demand.,api.video offers a straightforward video API for live streaming and on-demand hosting.,,https://api.video,https://docs.api.video,apivideo/api.video-nodejs-client,usage-based,true,false,78,false,active,2026-08-06 18:00:35.493733+00,2026-08-07 09:57:35.364936+00,apivideo,4.7,4.9,50,Custom enterprise plans available,2,5,5,5,true,"[""SOC 2"",""GDPR""]","[""Live streaming"",""VOD"",""SDK""]","[""REST"",""Webhooks""]",[],[],"[""JavaScript"",""TypeScript"",""Node.js""]","{""Go"":true,""Vue"":true,""Java"":true,""Node"":true,""React"":true,""Mobile"":true,""Python"":true,""Angular"":true,""Next.js"":true}","[""Generous free tier to get started without upfront cost"",""Production-grade managed service with vendor support"",""Strong fit for live streaming"",""Strong fit for vod""]","[""Paid tier adds ~$50/mo per project"",""Specialized feature set focused on live streaming""]","[""Live streaming"",""VOD"",""SDKs""]",api.video offers a straightforward video API for live streaming and on-demand hosting.,false,seed,2026-08-07 09:56:46.003+00
